country,gender,preference,isocode,logAvgGDPpc
Nigeria,0.000903085165043104,trust,NGA,7.62677036971656
Pakistan,0.0815100109281769,trust,PAK,6.86941729765193
Peru,0.00785316299663262,trust,PER,8.40736001602751
Philippines,-0.0703810823267405,trust,PHL,7.62901056403653
Poland,0.131038887240911,trust,POL,9.33943401027034
Portugal,-0.0182551834243037,trust,PRT,10.0054394492667
Romania,-0.0245696619616736,trust,ROU,8.94988350962712
Russia,0.253570899852588,trust,RUS,9.20980936584525
Rwanda,0.0125112513233491,trust,RWA,6.29606341020118
Saudi Arabia,0.250307944329962,trust,SAU,9.87514939493861
Serbia,0.0365266120921753,trust,SRB,8.57970094547058
South Africa,-0.0141580171024232,trust,ZAF,8.86385418159955
South Korea,0.126031009696844,trust,KOR,9.95737590307406
Spain,0.0156255620159725,trust,ESP,10.3356817805906
Sri Lanka,0.00197554127994785,trust,LKA,7.82489428939383
Suriname,0.0303359673745535,trust,SUR,8.93962955677749
Sweden,0.214623119027374,trust,SWE,10.8520837820769
Switzerland,0.240843952453566,trust,CHE,11.1957573605179
Tanzania,-0.0576069626025735,trust,TZA,6.5377094705006
Thailand,0.00398055672972683,trust,THA,8.45371423132472
Turkey,-0.00341275132869095,trust,TUR,9.23887703165831
Uganda,0.00629909824957773,trust,UGA,6.61112540747215
Ukraine,0.152436036984573,trust,UKR,7.98643642485663
United Arab Emirates,0.00776419162179587,trust,ARE,10.7359992643429
United Kingdom,0.222886415219224,trust,GBR,10.5936711459176
United States,0.406643570730259,trust,USA,10.7891852208812
Venezuela,-0.00736661521703909,trust,VEN,9.49812822025194
Vietnam,0.130461660689958,trust,VNM,7.06398624830281
Zimbabwe,0.0242308973388914,trust,ZWE,6.8769835499244
Afghanistan,0.0513143470328816,altruism,AFG,6.07601480077745
Algeria,0.115463642247851,altruism,DZA,8.37734266346542
Argentina,0.220408257824744,altruism,ARG,9.15503477940437
Australia,0.28604861585708,altruism,AUS,10.831083350524
Austria,0.202597087876097,altruism,AUT,10.7415607995392
Bangladesh,-0.120402035376679,altruism,BGD,6.55805694315242
Bolivia,0.328189206850259,altruism,BOL,7.51692562881957
Bosnia Herzegovina,0.0451277006859078,altruism,BIH,8.367686754699
Botswana,0.110910059453825,altruism,BWA,8.73160425672903
Brazil,0.152529161686174,altruism,BRA,9.24850504607934
Cambodia,-0.14948788389988,altruism,KHM,6.56080194725664
Cameroon,0.0917522239211823,altruism,CMR,7.14745441142489
Canada,0.225794917670028,altruism,CAN,10.7426526485155
Chile,0.22406651228536,altruism,CHL,9.40267181395829
China,0.156914159072865,altruism,CHN,8.20964305246326
Colombia,0.305825630054618,altruism,COL,8.69234737053681
Costa Rica,0.111412442854986,altruism,CRI,8.94050293024014
Croatia,0.201661552370964,altruism,HRV,9.53902869373319
Czech Republic,0.197309564951284,altruism,CZE,9.8534106179569
Egypt,0.0459831381135143,altruism,EGY,7.7788079739548
Estonia,0.398148635362812,altruism,EST,9.63521000605059
Finland,0.349326682544421,altruism,FIN,10.7444796249982
France,0.0353007771750978,altruism,FRA,10.6117864311674
Georgia,-0.0513235069966143,altruism,GEO,7.97290299399182
Germany,0.245305538924841,altruism,DEU,10.618662465785
Ghana,0.0605823585614154,altruism,GHA,7.09963552635201
Greece,0.047819847931217,altruism,GRC,10.2165706203312
Guatemala,0.214998252373916,altruism,GTM,7.94414266128193
Haiti,0.127497787109319,altruism,HTI,6.53407979863068
Hungary,0.145519789373994,altruism,HUN,9.48626689053039
India,0.13191037977919,altruism,IND,7.08342932975559
Indonesia,-0.0326623542750309,altruism,IDN,7.949606100172
Iran,0.0537142355438084,altruism,IRN,8.71899979801416
Iraq,0.0486009172314348,altruism,IRQ,8.34982696860798
Israel,0.169124628832213,altruism,ISR,10.284498722553
Italy,0.135534187389833,altruism,ITA,10.5134215660861
Japan,0.225952532231779,altruism,JPN,10.700332166688
Jordan,-0.0819291848113486,altruism,JOR,8.17318158968626
Kazakhstan,0.0242980048001285,altruism,KAZ,9.01546392675182
Kenya,-0.00217804424204722,altruism,KEN,6.80663994139168
Lithuania,0.205516873129174,altruism,LTU,9.36720863436723
Malawi,-0.00473895324233181,altruism,MWI,6.06391954788452
Mexico,0.0233544466195581,altruism,MEX,9.14391571211559
Moldova,-0.0412202467661188,altruism,MDA,7.71549766835688
Morocco,0.0941472593794168,altruism,MAR,7.87263480044974
Netherlands,0.180415189991963,altruism,NLD,10.8220941128038
Nicaragua,0.143094827848838,altruism,NIC,7.29807137022244
Nigeria,0.0163788630036159,altruism,NGA,7.62677036971656
Pakistan,-0.150490056878187,altruism,PAK,6.86941729765193
Peru,0.20106584002598,altruism,PER,8.40736001602751
Philippines,0.107404121507097,altruism,PHL,7.62901056403653
Poland,0.10356736473112,altruism,POL,9.33943401027034
Portugal,0.300798334137321,altruism,PRT,10.0054394492667
Romania,0.0382598691274747,altruism,ROU,8.94988350962712
Russia,0.167141307880042,altruism,RUS,9.20980936584525
Rwanda,-0.00429454883868417,altruism,RWA,6.29606341020118
Saudi Arabia,0.0709233954499839,altruism,SAU,9.87514939493861
Serbia,0.0347043311746828,altruism,SRB,8.57970094547058
South Africa,0.0671414110512096,altruism,ZAF,8.86385418159955
South Korea,0.0236829629103485,altruism,KOR,9.95737590307406
Spain,0.107176533808203,altruism,ESP,10.3356817805906
Sri Lanka,-0.0789584480336607,altruism,LKA,7.82489428939383
Suriname,0.2163076758147,altruism,SUR,8.93962955677749
Sweden,0.340542161461091,altruism,SWE,10.8520837820769
Switzerland,0.234510204306727,altruism,CHE,11.1957573605179
Tanzania,-0.016976738344755,altruism,TZA,6.5377094705006
Thailand,0.0783448230046463,altruism,THA,8.45371423132472
Turkey,0.0404052316078721,altruism,TUR,9.23887703165831
Uganda,-0.0750287735009999,altruism,UGA,6.61112540747215
Ukraine,0.0989969072519263,altruism,UKR,7.98643642485663
United Arab Emirates,-0.0204518078492196,altruism,ARE,10.7359992643429
United Kingdom,0.178924890118723,altruism,GBR,10.5936711459176
United States,0.211492585315816,altruism,USA,10.7891852208812
Venezuela,0.169352575085169,altruism,VEN,9.49812822025194
Vietnam,-0.037048121929843,altruism,VNM,7.06398624830281
Zimbabwe,-0.0686565731693342,altruism,ZWE,6.8769835499244
Afghanistan,0.274780888006512,negrecip,AFG,6.07601480077745
Algeria,0.151942847530386,negrecip,DZA,8.37734266346542
Argentina,0.240873849604022,negrecip,ARG,9.15503477940437
Australia,0.330063047630624,negrecip,AUS,10.831083350524
Austria,0.198626433617877,negrecip,AUT,10.7415607995392
Bangladesh,0.203826920369583,negrecip,BGD,6.55805694315242
Bolivia,0.127115120979226,negrecip,BOL,7.51692562881957
Bosnia Herzegovina,0.138113968653532,negrecip,BIH,8.367686754699
Botswana,0.177141119039327,negrecip,BWA,8.73160425672903
Brazil,-0.0484211718677704,negrecip,BRA,9.24850504607934
Cambodia,0.0989560251026932,negrecip,KHM,6.56080194725664
Cameroon,0.139480027503322,negrecip,CMR,7.14745441142489
Canada,0.398205074895131,negrecip,CAN,10.7426526485155
Chile,0.102555991425251,negrecip,CHL,9.40267181395829
China,0.192044974021315,negrecip,CHN,8.20964305246326
Colombia,0.0532249209751766,negrecip,COL,8.69234737053681
Costa Rica,0.0712027535438908,negrecip,CRI,8.94050293024014
Croatia,0.00877048086534888,negrecip,HRV,9.53902869373319
Czech Republic,0.253622875029722,negrecip,CZE,9.8534106179569
Egypt,0.128883697315156,negrecip,EGY,7.7788079739548
Estonia,0.12814941711528,negrecip,EST,9.63521000605059
Finland,0.196115207361923,negrecip,FIN,10.7444796249982
France,0.157710981554859,negrecip,FRA,10.6117864311674
Georgia,0.103552385775723,negrecip,GEO,7.97290299399182
Germany,0.1024243224291,negrecip,DEU,10.618662465785
Ghana,-0.025941088487378,negrecip,GHA,7.09963552635201
Greece,0.194364018384072,negrecip,GRC,10.2165706203312
Guatemala,0.0896725066846503,negrecip,GTM,7.94414266128193
Haiti,0.105361985972993,negrecip,HTI,6.53407979863068
Hungary,0.277261472773873,negrecip,HUN,9.48626689053039
India,0.0852449871314948,negrecip,IND,7.08342932975559
Indonesia,0.181945954846927,negrecip,IDN,7.949606100172
Iran,0.0489591024077316,negrecip,IRN,8.71899979801416
Iraq,-0.0878912153438518,negrecip,IRQ,8.34982696860798
Israel,0.113506064394631,negrecip,ISR,10.284498722553
Italy,0.137682927446429,negrecip,ITA,10.5134215660861
Japan,0.292226368673629,negrecip,JPN,10.700332166688
Jordan,0.107071827047995,negrecip,JOR,8.17318158968626
Kazakhstan,0.214964578229479,negrecip,KAZ,9.01546392675182
Kenya,0.00935256179269628,negrecip,KEN,6.80663994139168
Lithuania,0.231528509583301,negrecip,LTU,9.36720863436723
Malawi,0.0917799838742733,negrecip,MWI,6.06391954788452
Mexico,0.138692494045831,negrecip,MEX,9.14391571211559
Moldova,0.156384284508676,negrecip,MDA,7.71549766835688
Morocco,0.191234076636329,negrecip,MAR,7.87263480044974
Netherlands,0.359497041905327,negrecip,NLD,10.8220941128038
Nicaragua,-0.0889504791312391,negrecip,NIC,7.29807137022244
Nigeria,-0.0289843281503563,negrecip,NGA,7.62677036971656
Pakistan,0.177169184289185,negrecip,PAK,6.86941729765193
Peru,0.0107550435380118,negrecip,PER,8.40736001602751
Philippines,0.0596733708991627,negrecip,PHL,7.62901056403653
Poland,0.201203875162842,negrecip,POL,9.33943401027034
Portugal,0.078678577272665,negrecip,PRT,10.0054394492667
Romania,0.120088516364979,negrecip,ROU,8.94988350962712
Russia,0.248705717155906,negrecip,RUS,9.20980936584525
Rwanda,0.118661657252465,negrecip,RWA,6.29606341020118
Saudi Arabia,-0.00140478569251141,negrecip,SAU,9.87514939493861
Serbia,0.235667417175514,negrecip,SRB,8.57970094547058
South Africa,0.0523436551677906,negrecip,ZAF,8.86385418159955
South Korea,0.001251298430306,negrecip,KOR,9.95737590307406
Spain,0.17421216771204,negrecip,ESP,10.3356817805906
Sri Lanka,0.180030609155997,negrecip,LKA,7.82489428939383
Suriname,0.0776081199802147,negrecip,SUR,8.93962955677749
Sweden,0.303712353551037,negrecip,SWE,10.8520837820769
Switzerland,0.223748887637187,negrecip,CHE,11.1957573605179
Tanzania,-0.0112672242657684,negrecip,TZA,6.5377094705006
Thailand,0.048065081217955,negrecip,THA,8.45371423132472
Turkey,0.0545239762306785,negrecip,TUR,9.23887703165831
Uganda,0.156308324528759,negrecip,UGA,6.61112540747215
Ukraine,0.173989283728182,negrecip,UKR,7.98643642485663
United Arab Emirates,0.044167289707411,negrecip,ARE,10.7359992643429
United Kingdom,0.453649458157169,negrecip,GBR,10.5936711459176
United States,0.328578305294082,negrecip,USA,10.7891852208812
Venezuela,0.124930464493085,negrecip,VEN,9.49812822025194
Vietnam,0.019919701462075,negrecip,VNM,7.06398624830281
Zimbabwe,0.268905396392233,negrecip,ZWE,6.8769835499244
Afghanistan,0.0189976409281517,posrecip,AFG,6.07601480077745
Algeria,0.175593920812363,posrecip,DZA,8.37734266346542
Argentina,0.172300878230553,posrecip,ARG,9.15503477940437
Australia,0.0447250240223394,posrecip,AUS,10.831083350524
Austria,0.0702320277784972,posrecip,AUT,10.7415607995392
Bangladesh,-0.0905460061453591,posrecip,BGD,6.55805694315242
Bolivia,0.12876039412349,posrecip,BOL,7.51692562881957
Bosnia Herzegovina,0.0915933181676655,posrecip,BIH,8.367686754699
Botswana,0.281831511177717,posrecip,BWA,8.73160425672903
Brazil,0.145422419394072,posrecip,BRA,9.24850504607934
Cambodia,-0.204371731342627,posrecip,KHM,6.56080194725664
Cameroon,0.0923203641415381,posrecip,CMR,7.14745441142489
Canada,0.106938774351214,posrecip,CAN,10.7426526485155
Chile,0.0792935713512582,posrecip,CHL,9.40267181395829
China,-0.0160717186546004,posrecip,CHN,8.20964305246326
Colombia,0.173262888258255,posrecip,COL,8.69234737053681
Costa Rica,0.0632052205876116,posrecip,CRI,8.94050293024014
Croatia,0.0769197614782647,posrecip,HRV,9.53902869373319
Czech Republic,0.208895174313553,posrecip,CZE,9.8534106179569
Egypt,-0.0756230935341806,posrecip,EGY,7.7788079739548
Estonia,0.209535526433236,posrecip,EST,9.63521000605059
Finland,0.00221911873335823,posrecip,FIN,10.7444796249982
France,-0.0491343972636299,posrecip,FRA,10.6117864311674
Georgia,0.101052218934669,posrecip,GEO,7.97290299399182
Germany,0.0427048284562132,posrecip,DEU,10.618662465785
Ghana,-0.125009691647361,posrecip,GHA,7.09963552635201
Greece,-0.0131673588663618,posrecip,GRC,10.2165706203312
Guatemala,0.0884137635606135,posrecip,GTM,7.94414266128193
Haiti,-0.00572596468079454,posrecip,HTI,6.53407979863068
Hungary,0.0519432228589537,posrecip,HUN,9.48626689053039
India,-0.0844641843598809,posrecip,IND,7.08342932975559
Indonesia,-0.0157353775459574,posrecip,IDN,7.949606100172
Iran,0.00436897837665159,posrecip,IRN,8.71899979801416
Iraq,-0.0871825312701484,posrecip,IRQ,8.34982696860798
Israel,0.141688071984431,posrecip,ISR,10.284498722553
Italy,-0.141634213844743,posrecip,ITA,10.5134215660861
Japan,0.0908159632442382,posrecip,JPN,10.700332166688
Jordan,0.136971943881816,posrecip,JOR,8.17318158968626
Kazakhstan,-0.0121498221826092,posrecip,KAZ,9.01546392675182
Kenya,-0.0297821225961879,posrecip,KEN,6.80663994139168
Lithuania,0.282027450003479,posrecip,LTU,9.36720863436723
Malawi,0.0146965751697971,posrecip,MWI,6.06391954788452
Mexico,-0.0155911107164819,posrecip,MEX,9.14391571211559
Moldova,0.0986470180368056,posrecip,MDA,7.71549766835688
Morocco,0.162502917511768,posrecip,MAR,7.87263480044974
Netherlands,0.0570032351272419,posrecip,NLD,10.8220941128038
Nicaragua,-0.0143884117456212,posrecip,NIC,7.29807137022244
Nigeria,0.008360137893712,posrecip,NGA,7.62677036971656
Pakistan,-0.198774785153545,posrecip,PAK,6.86941729765193
Peru,0.0727725927720077,posrecip,PER,8.40736001602751
Philippines,0.0754826829495742,posrecip,PHL,7.62901056403653
Poland,0.0764939462020989,posrecip,POL,9.33943401027034
Portugal,0.157049627843115,posrecip,PRT,10.0054394492667
Romania,0.0489680844242526,posrecip,ROU,8.94988350962712
Russia,0.129524553095465,posrecip,RUS,9.20980936584525
Rwanda,0.041930109966286,posrecip,RWA,6.29606341020118
Saudi Arabia,0.268420648687411,posrecip,SAU,9.87514939493861
Serbia,-0.048105371268959,posrecip,SRB,8.57970094547058
South Africa,0.107880602696079,posrecip,ZAF,8.86385418159955
South Korea,0.0809916154686606,posrecip,KOR,9.95737590307406
Spain,0.062557485039945,posrecip,ESP,10.3356817805906
Sri Lanka,-0.0371821712467727,posrecip,LKA,7.82489428939383
Suriname,0.188916794487622,posrecip,SUR,8.93962955677749
Sweden,0.157971584798356,posrecip,SWE,10.8520837820769
Switzerland,0.0753765814194101,posrecip,CHE,11.1957573605179
Tanzania,-0.0414780303895042,posrecip,TZA,6.5377094705006
Thailand,-0.140178559286846,posrecip,THA,8.45371423132472
Turkey,0.0210671241823819,posrecip,TUR,9.23887703165831
Uganda,0.125261173635726,posrecip,UGA,6.61112540747215
Ukraine,0.0885082280177924,posrecip,UKR,7.98643642485663
United Arab Emirates,0.0425744451276665,posrecip,ARE,10.7359992643429
United Kingdom,0.0522917787833178,posrecip,GBR,10.5936711459176
United States,0.176234814982569,posrecip,USA,10.7891852208812
Venezuela,-0.0131915898182216,posrecip,VEN,9.49812822025194
Vietnam,0.118574956972892,posrecip,VNM,7.06398624830281
Zimbabwe,0.0084440117429564,posrecip,ZWE,6.8769835499244
Afghanistan,0.24051411694579,risktaking,AFG,6.07601480077745
Algeria,0.303275310950024,risktaking,DZA,8.37734266346542
Argentina,0.232734810450811,risktaking,ARG,9.15503477940437
Australia,0.33380521237179,risktaking,AUS,10.831083350524
Austria,0.35278706241778,risktaking,AUT,10.7415607995392
Bangladesh,0.129849788021385,risktaking,BGD,6.55805694315242
Bolivia,0.234084169058155,risktaking,BOL,7.51692562881957
Bosnia Herzegovina,0.133334634935985,risktaking,BIH,8.367686754699
Botswana,0.0793112463260247,risktaking,BWA,8.73160425672903
Brazil,0.0792812502213563,risktaking,BRA,9.24850504607934
Cambodia,0.167514051420576,risktaking,KHM,6.56080194725664
Cameroon,0.0402308250767664,risktaking,CMR,7.14745441142489
Canada,0.326921964728226,risktaking,CAN,10.7426526485155
Chile,0.179897875893155,risktaking,CHL,9.40267181395829
China,0.224372781947528,risktaking,CHN,8.20964305246326
Colombia,0.0927319022518964,risktaking,COL,8.69234737053681
Costa Rica,0.109837747386128,risktaking,CRI,8.94050293024014
Croatia,0.168998772391278,risktaking,HRV,9.53902869373319
Czech Republic,0.30233503644865,risktaking,CZE,9.8534106179569
Egypt,0.39664821799658,risktaking,EGY,7.7788079739548
Estonia,0.163291369103963,risktaking,EST,9.63521000605059
Finland,0.239524004532286,risktaking,FIN,10.7444796249982
France,0.367798924295167,risktaking,FRA,10.6117864311674
Georgia,0.23900735859876,risktaking,GEO,7.97290299399182
Germany,0.0706131466755139,risktaking,DEU,10.618662465785
Ghana,-0.0231703432323175,risktaking,GHA,7.09963552635201
Greece,0.205750851394444,risktaking,GRC,10.2165706203312
Guatemala,0.0230779453913438,risktaking,GTM,7.94414266128193
Haiti,0.00478581433392758,risktaking,HTI,6.53407979863068
Hungary,0.267322470460046,risktaking,HUN,9.48626689053039
India,0.245007677090655,risktaking,IND,7.08342932975559
Indonesia,0.268963189362537,risktaking,IDN,7.949606100172
Iran,0.0298093219417076,risktaking,IRN,8.71899979801416
Iraq,-0.154577349926754,risktaking,IRQ,8.34982696860798
Israel,0.215709935059531,risktaking,ISR,10.284498722553
Italy,0.154185054534575,risktaking,ITA,10.5134215660861
Japan,0.212397813536329,risktaking,JPN,10.700332166688
Jordan,0.0921458053673468,risktaking,JOR,8.17318158968626
Kazakhstan,0.139544476591424,risktaking,KAZ,9.01546392675182
Kenya,0.192558921943474,risktaking,KEN,6.80663994139168
Lithuania,0.230518159159122,risktaking,LTU,9.36720863436723
Malawi,0.145209262297197,risktaking,MWI,6.06391954788452
Mexico,0.096598495527474,risktaking,MEX,9.14391571211559
Moldova,0.110745178789467,risktaking,MDA,7.71549766835688
Morocco,0.337801821615388,risktaking,MAR,7.87263480044974
Netherlands,0.390037662224031,risktaking,NLD,10.8220941128038
Nicaragua,0.0874826323622273,risktaking,NIC,7.29807137022244
Nigeria,0.3175924475222,risktaking,NGA,7.62677036971656
Pakistan,-0.0362728298149259,risktaking,PAK,6.86941729765193
Peru,0.125111724686322,risktaking,PER,8.40736001602751
Philippines,0.150535755800518,risktaking,PHL,7.62901056403653
Poland,0.236016399597872,risktaking,POL,9.33943401027034
Portugal,0.196878704344605,risktaking,PRT,10.0054394492667
Romania,0.192809472894247,risktaking,ROU,8.94988350962712
Russia,0.236968420059214,risktaking,RUS,9.20980936584525
Rwanda,0.162066347642855,risktaking,RWA,6.29606341020118
Saudi Arabia,0.111564910341306,risktaking,SAU,9.87514939493861
Serbia,0.220329235722945,risktaking,SRB,8.57970094547058
South Africa,0.0747015239656178,risktaking,ZAF,8.86385418159955
South Korea,0.300814188855913,risktaking,KOR,9.95737590307406
Spain,0.213485242048777,risktaking,ESP,10.3356817805906
Sri Lanka,0.118704781513777,risktaking,LKA,7.82489428939383
Suriname,0.160136143140786,risktaking,SUR,8.93962955677749
Sweden,0.284434563028244,risktaking,SWE,10.8520837820769
Switzerland,0.26152589372411,risktaking,CHE,11.1957573605179
Tanzania,-0.100263460714552,risktaking,TZA,6.5377094705006
Thailand,0.138561187725258,risktaking,THA,8.45371423132472
Turkey,0.109564471904022,risktaking,TUR,9.23887703165831
Uganda,0.278632669833437,risktaking,UGA,6.61112540747215
Ukraine,0.249440912214183,risktaking,UKR,7.98643642485663
United Arab Emirates,0.148200339333561,risktaking,ARE,10.7359992643429
United Kingdom,0.300892554730207,risktaking,GBR,10.5936711459176
United States,0.369735956863378,risktaking,USA,10.7891852208812
Venezuela,0.125456737867603,risktaking,VEN,9.49812822025194
Vietnam,0.0804833956624053,risktaking,VNM,7.06398624830281
Zimbabwe,0.346479482304599,risktaking,ZWE,6.8769835499244
Afghanistan,-0.264263473010539,patience,AFG,6.07601480077745
Algeria,0.0611099804144633,patience,DZA,8.37734266346542
Argentina,0.11113365379524,patience,ARG,9.15503477940437
Australia,0.116285135161417,patience,AUS,10.831083350524
Austria,0.277456495529862,patience,AUT,10.7415607995392
Bangladesh,-0.0355403844739986,patience,BGD,6.55805694315242
Bolivia,0.191416533606829,patience,BOL,7.51692562881957
Bosnia Herzegovina,-0.0642469732240834,patience,BIH,8.367686754699
Botswana,-0.00894237492958821,patience,BWA,8.73160425672903
Brazil,-0.0216044679379692,patience,BRA,9.24850504607934
Cambodia,0.193910565629553,patience,KHM,6.56080194725664
Cameroon,0.0340619279350504,patience,CMR,7.14745441142489
Canada,0.23930220576127,patience,CAN,10.7426526485155
Chile,0.0296011498269424,patience,CHL,9.40267181395829
China,0.136181534313967,patience,CHN,8.20964305246326
Colombia,-0.0205649815485297,patience,COL,8.69234737053681
Costa Rica,0.0715077597929539,patience,CRI,8.94050293024014
Croatia,0.0464810534780193,patience,HRV,9.53902869373319
Czech Republic,0.0835893160260313,patience,CZE,9.8534106179569
Egypt,0.067391776661113,patience,EGY,7.7788079739548
Estonia,-0.0516151042165262,patience,EST,9.63521000605059
Finland,0.0628222686469094,patience,FIN,10.7444796249982
France,0.207728773162734,patience,FRA,10.6117864311674
Georgia,0.0827172084707483,patience,GEO,7.97290299399182
Germany,0.207750830279804,patience,DEU,10.618662465785
Ghana,-0.037323434135036,patience,GHA,7.09963552635201
Greece,0.113113585787421,patience,GRC,10.2165706203312
Guatemala,0.0730076732947867,patience,GTM,7.94414266128193
Haiti,0.252374560996442,patience,HTI,6.53407979863068
Hungary,0.118796197856865,patience,HUN,9.48626689053039
India,0.0104062455138362,patience,IND,7.08342932975559
Indonesia,0.132023476578706,patience,IDN,7.949606100172
Iran,-0.0779853902133247,patience,IRN,8.71899979801416
Iraq,-0.006006575553991,patience,IRQ,8.34982696860798
Israel,0.0791108721784229,patience,ISR,10.284498722553
Italy,0.126513954876818,patience,ITA,10.5134215660861
Japan,-0.0643309725378775,patience,JPN,10.700332166688
Jordan,-0.0537004935320457,patience,JOR,8.17318158968626
Kazakhstan,0.0127626273483433,patience,KAZ,9.01546392675182
Kenya,-0.140531758699327,patience,KEN,6.80663994139168
Lithuania,0.0346074124451609,patience,LTU,9.36720863436723
Malawi,0.0578663426441425,patience,MWI,6.06391954788452
Mexico,0.000715369093957566,patience,MEX,9.14391571211559
Moldova,-0.125262098398679,patience,MDA,7.71549766835688
Morocco,-0.132107722888718,patience,MAR,7.87263480044974
Netherlands,0.208144995951835,patience,NLD,10.8220941128038
Nicaragua,-0.0177653055654128,patience,NIC,7.29807137022244
Nigeria,0.0987253888967582,patience,NGA,7.62677036971656
Pakistan,-0.0732012593753027,patience,PAK,6.86941729765193
Peru,0.134890786190002,patience,PER,8.40736001602751
Philippines,0.0652589560005186,patience,PHL,7.62901056403653
Poland,0.152349628934725,patience,POL,9.33943401027034
Portugal,0.0740777002589006,patience,PRT,10.0054394492667
Romania,0.0605924417234186,patience,ROU,8.94988350962712
Russia,-0.0396413553528331,patience,RUS,9.20980936584525
Rwanda,0.0352504207149917,patience,RWA,6.29606341020118
Saudi Arabia,0.111199846527562,patience,SAU,9.87514939493861
Serbia,0.118950889287122,patience,SRB,8.57970094547058
South Africa,0.0107624125906363,patience,ZAF,8.86385418159955
South Korea,0.00369966868870949,patience,KOR,9.95737590307406
Spain,0.162192253867606,patience,ESP,10.3356817805906
Sri Lanka,-0.0782530420279787,patience,LKA,7.82489428939383
Suriname,-0.109348369160011,patience,SUR,8.93962955677749
Sweden,0.195751348394023,patience,SWE,10.8520837820769
Switzerland,0.243675704971548,patience,CHE,11.1957573605179
Tanzania,-0.0335481020744917,patience,TZA,6.5377094705006
Thailand,-0.0841551583934127,patience,THA,8.45371423132472
Turkey,0.229689408667081,patience,TUR,9.23887703165831
Uganda,0.0456962673240123,patience,UGA,6.61112540747215
Ukraine,0.103377190357723,patience,UKR,7.98643642485663
United Arab Emirates,0.0885043778634838,patience,ARE,10.7359992643429
United Kingdom,0.21486152171774,patience,GBR,10.5936711459176
United States,0.00977203674689624,patience,USA,10.7891852208812
Venezuela,0.0574665070196625,patience,VEN,9.49812822025194
Vietnam,-0.0623586265281356,patience,VNM,7.06398624830281
Zimbabwe,0.170864460110113,patience,ZWE,6.8769835499244
