Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Austria,AUT,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0666504145808,62.5537484894946,64.1614374161727,65.1404460744527,68.2982735992451,69.4084170492666,69.3532615102291,69.9884050011061,70.7254540948513,70.8739669517284,71.0420541967983,71.8538680753708,73.5115657581008,73.7913890328184,76.1062610015589,76.6199412528871,77.2752678905807,77.5550639086707,78.444100492455,79.5911102231887,80.0236319086335,80.8102189271141,81.5268221034019,81.9300430268963,82.5421355495843,82.6390714550129,82.9588302622459,82.9182601014661,82.5289786946814,82.7046996879161,82.8701351150187
Azerbaijan,AZE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5772064283003,73.6860065816782,74.3796644893006,75.6298623888128,77.1391673605469,78.3210501626381,78.5892989121617,78.623385875914,78.4664413139369,78.5070793752152,79.59339578061,80.5799604230882,81.5460059971015,82.494354312327,83.4294274332732,84.3589090474385,85.285736910186,86.2317420538618,87.2034955530882,88.1934390908563,89.1888648786069,90.2643545313423,90.338128912931,90.2296912453197,90.5808879766586,91.0225230599156,90.3288727222909,90.3534323345364,90.714638586872,90.928774885762,91.1598250875454
Burundi,BDI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.465968216781,100.536458128126,100.645323475476,100.788039176199,100.962328299956,101.160280017613,101.227462067232,101.305190360783,101.3904888068,101.627698494058,101.875340466258,102.152216859415,102.41907277131,102.673678478631,102.910793892353,103.126379644411,103.283108707017,103.419529486511,103.536182912544,103.63772340319,103.727911311766,103.811381688958,103.887602949778,103.963281955819,104.045817574592,103.799160564731,103.606475981062,103.4702455196,103.393247930567,103.360359109685,103.341220848394
Belgium,BEL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1665451247111,62.1664100662362,63.7772073059199,65.5206228207433,65.836059751781,66.3889099026262,66.7220902955918,67.7627417059139,68.7416240373602,70.6164465206497,71.00254354601,69.2325562022997,70.5521763980578,71.2240048222643,73.2482371065893,74.2220765684469,75.0448278545128,75.9197748511804,76.8109246598082,77.426084277546,78.1158998325858,78.4344948767133,78.5121058288819,79.7139328514647,80.8497416023246,81.1984266244502,81.0101213077974,81.0231899565474,82.5360443589429,82.8089075151529,83.070605101424
Benin,BEN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2552996865113,64.2577013715643,64.3073339292185,65.8806224860767,67.5127732782244,69.2061557886032,70.9665720736235,72.8030728366675,74.7166219017868,76.7153370049261,78.8001702902561,80.9677573681532,83.2328569328425,84.8175160057028,86.3697480185838,87.8812842779818,89.3504611059204,90.7858468219923,92.1854193434898,93.5548218234049,94.8910946258944,92.3065410546425,92.4899836694202,92.7394169562766,93.0102361107084,93.262209055377,93.475262367566,93.7469243884777,94.063556715792,94.2794856966758,94.4925514834162
Burkina Faso,BFA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0667387626686,84.0128116101795,83.3302023797324,82.648786749674,81.9310952907074,81.2081739398302,80.4435208747168,79.6346338690056,78.8025936474564,77.9388840932439,77.0169523202338,76.052508699187,75.0507077527031,74.0358336155351,72.9811591928147,71.914306661414,70.7862694363357,71.2375746676627,71.7651108838637,72.3794006627121,73.089770719448,73.8945263405308,74.8239478545287,75.8922086200383,77.1172901401286,77.312258022097,77.5033177226269,77.7221855167899,77.9757762755261,77.924787458044,77.873449013374
Bangladesh,BGD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0101947377532,28.1503075347085,28.3517681346062,28.6084611303644,28.9122619602695,29.2610111106349,29.5782535793653,29.9463820163553,30.3426422774451,30.7447786521406,31.1339496169225,31.4201696547519,31.7092127727289,31.9939057659505,32.2717536117426,32.5492813627698,32.6983251139587,33.4598633172175,34.244835837636,35.0543897372725,35.886619196833,36.718863242764,37.5714236185438,38.4482356509679,39.3472992578972,40.2674444935208,41.190027828223,44.0389055265138,44.3229012794716,44.5640679378637,44.8041248068151
Bulgaria,BGR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1472018862142,88.3821104004134,88.6116605735703,87.8598395016658,86.9738677794539,85.9263874179102,84.8528325424902,83.6317794435566,82.275211565644,80.7830183823857,79.1624957062136,82.3378290594974,82.4277691951648,80.2804071526628,80.6855242034126,79.2988548403661,80.6204206282016,80.3262790067505,78.9399684951122,78.8123619398109,80.1283571749244,81.0864182745932,81.4763692906027,81.4463608131021,80.9420765413141,80.8669477296012,80.1456798988551,80.3235145494208,79.4777169854072,79.4395189898471,79.3873719064279
Bahrain,BHR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2304026936263,33.0878818001281,33.8253841453668,34.5803492151493,35.3494704322029,36.1127895591005,36.9621345527241,37.7604455711391,38.5354753431873,39.3205322464319,40.1273889836136,41.3197343781324,42.3956072956943,43.3872100139693,44.3068868419202,45.1953213888852,46.1729269013828,47.1219182761899,48.0730673428004,49.0507374003702,50.0801040138616,49.6324160015553,49.7449591829276,49.9016996565321,50.0982122771568,50.3488675267213,50.5376817194257,50.8675222907978,51.3892040522224,51.5750077170009,51.6580821138093
"Bahamas, The",BHS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6655312429117,81.8088939857942,81.9937298860972,82.2340415811109,82.5239657963177,82.8375116021849,83.0425218553899,83.0349980188399,83.5489596348161,84.4416819593301,84.7832527902699,85.0281087650631,85.2340339884674,84.7465610466088,84.5983392040611,84.8461313174305,84.9853279424488,84.9330258180578,84.2953078852816,83.4135275504825,83.5227191427292,83.4960485888726,83.8989062781835,83.7777122989642,83.6797715770029,83.7218998414482,83.3624754866767,83.4177791583653,83.5580007249618,83.4581550427687,83.3415090658942
Bosnia and Herzegovina,BIH,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1903383185486,59.3251057091217,59.2621514830174,59.0478801221911,58.8320987961056,58.5597419268004,58.4591961685583,58.4564713335689,58.3977063502034,58.1998201484061,58.0723512454766,57.9717779933722,57.8403468238242,57.7176489594086,57.5674706510885,55.2701521443248,55.1318466964671,54.1267728674339,55.7466762677901,57.2753128577614,58.9370026806353,59.8585670885364,59.5184181936434,60.9913016628001,62.4512746785814,62.2957273686095,60.7443462540259,62.1283398488367,60.9450594461667,60.9595202457915,60.9937815129383
Belarus,BLR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6854020389915,78.7652031095331,78.6678384378769,78.6183729959306,78.6634344019105,78.8939018113969,79.2233408241386,79.6225658031203,80.0774243943481,80.440306865875,80.9603333570378,81.4462544789572,81.7927966754667,82.0262671501123,82.1931538245178,82.3027847452912,82.4937146308778,82.6274782391949,82.712451343941,82.7340087331923,82.7106311833978,82.7548246339072,82.7488514157465,82.7067207433029,82.6568386554267,82.602628208208,82.6716361487316,82.0052956359767,80.6018772873194,80.4609830147924,80.3395412608828
Belize,BLZ,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6941090766965,42.7461814823394,44.0087999520637,44.4174668053282,43.8401159145399,43.8878994168217,44.2022314487618,45.4887368079858,46.7676863574078,48.0479538688215,49.3307848766407,50.6383651337617,51.9595865687863,53.2930034463512,54.6320605096016,55.9744073223407,56.2224514593709,56.520887064848,56.8663469982956,57.2528747434332,57.6703976366338,58.08559588375,58.5039594685917,58.9357753053828,59.6425124720233,60.4845516467311,62.1361753291645,61.2567137970695,61.5808150837264,61.9133298929766,62.2593948616556
Bermuda,BMU,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8812669957851,69.2550569452718,69.4182182844463,69.7996623841359,70.2090724976128,70.6030889047379,70.9480525191461,71.3400933181194,71.7224922806441,72.0712098470598,72.485143902245,73.1211922230309,73.7473035807115,74.3616804407306,74.9616011421809,75.5500827932027,76.1278254979738,74.7963706350776,75.8133193178096,76.079045120653,75.4949355957013,75.0054815545689,72.3213601300607,73.5023628410309,74.3729891987582,68.3043108835646,72.464578920681,74.6865482844133,78.620872568968,78.4661226073985,78.3121765134397
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1969308741387,50.4997617050384,52.3701541982342,54.2794065057078,56.2237046107679,58.2006482414715,58.2041754759821,58.9801173117256,60.447569569427,62.1353571973164,63.8698043994351,65.653999158353,67.3787692575438,68.0386351737975,69.0986406424284,70.4476848281322,70.5359799373174,70.5555132785997,70.3469641695012,71.0027807557535,69.9596025178986,68.9081605890957,69.641805969189,69.6376403947344,69.8939913737554,70.8048483940049,71.1842862304494,72.6548038390454,73.1808481540017,73.1532240736018,73.1171470273519
Barbados,BRB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8369688919249,80.3717676288994,80.3869295463947,81.1399249039838,81.8619600163919,82.2688084114113,85.8469441382918,83.6038461344381,83.7674495526862,83.9346700518984,84.1177246850497,84.2395446252179,84.3599094342095,84.476419900365,84.8175008022083,85.0772450053564,85.3289257035223,85.5615514365156,85.7879658593484,86.0195786148176,86.8617349367316,86.682514438065,86.2781955490295,87.8028626985433,89.6640771662013,88.5444626945883,88.8979212451791,89.1785811374861,89.227051076008,89.3078919318429,89.3649859131532
Brunei Darussalam,BRN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1649892409916,56.561255743512,57.9821285957565,59.4229534023262,60.9075277627881,62.4451695769178,63.836003831727,65.287906273067,66.8256473082648,68.3902614345554,69.9159206881288,71.1552336538949,71.4496870891545,71.74127854879,72.0760491705018,72.4712197559974,73.191126027552,73.876613787271,74.5082502557272,75.0894077553484,75.6611735118535,76.3417634264871,77.0726601432545,77.8365703458076,78.607247992075,79.3727240647785,80.1747629129451,80.9828648506799,81.1748763341793,81.35805435616,81.5760447929201
Bhutan,BTN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.526532333565,74.4056266832558,74.343161969312,74.3232684392869,74.3232566291841,74.3397590738178,75.123841089572,76.0904121582849,77.1913196355269,78.4094796488662,79.7341664293678,81.3104013785937,82.8506211019355,84.2820821546125,85.5441409495664,86.6139933494289,87.2984835012342,87.9882681600775,88.6685379508453,89.3085528159451,87.6604351907374,86.4649194488901,95.5789967594318,80.8451516310645,76.6997018779797,80.2369668844226,80.4211476915221,80.4044492886374,80.2240490859263,80.1475973360178,80.0233118940301
Botswana,BWA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6265693240009,63.2670676489188,63.8549242405766,64.4739463390662,65.2224877054461,66.151063997767,66.8602626534297,67.7776377955406,68.7348142169487,70.5665338020321,72.8187068878536,73.7274813406117,74.5905325790365,75.4252940312837,76.243317906101,77.0472911207067,77.8333347009139,78.8472375246906,79.8651306355055,80.8858822916868,80.4660608461829,80.7291167103274,81.8805673760599,83.4852585683266,83.5971955980738,83.6134200319972,83.9731884018705,84.3991736775059,84.9325423355973,85.0152120585266,85.077518823113
Central African Republic,CAF,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7287283233934,80.7011009746024,80.6963464498522,80.7861893073205,80.9534982507138,81.1857191682103,81.1511659581054,81.2097731544743,81.3113371947275,81.4537169314742,81.6058718776304,81.4586109584839,81.3908688058953,81.3376887967485,81.3670476423236,81.386432998398,81.1541999793877,80.9594312907171,80.8130084842387,80.781460216973,80.8458212083926,80.4409956269198,80.1494923917198,79.7942876556674,79.6960801165623,79.6866486729188,80.0133738010449,80.4099546488988,80.8642668446958,80.7761753567194,80.6899956717874
Canada,CAN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1739315971132,77.1616447233975,77.6382542009419,77.9330205911744,77.9452465356882,78.5574973349086,78.8716754115198,79.268263486375,80.2043765408619,80.6236201043328,81.3136062751404,81.8571873393922,82.6569357918547,83.5617984522248,83.9898559960232,83.9533228051011,84.8747917250719,85.5421456847522,85.4136294858109,86.229661226699,86.605753701998,86.4410080539868,86.8877870993444,87.1712312381984,86.7456240407798,86.2951177284346,86.7743627471386,87.1694731995127,87.5509656849219,87.6321643031098,87.7119734393425
Central Europe and the Baltics,CEB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1758104299358,78.0100659673225,78.0142000632582,77.8570488426238,77.7502390342685,77.2486799728858,76.6792302240992,76.8501127402096,76.902542716891,77.3487257770039,77.8085307214069,78.0718579895094,77.1849533198357,76.8652210558454,76.4047687596993,75.9005944513804,75.7584585814118,75.1760703968769,74.8145908177658,75.0501408516549,75.3401393755863,75.4628193418911,75.653958838606,75.5265349807923,75.4753405552468,75.2750252542892,75.1324606775503,75.2517095868769,75.214882086838,75.2051556039199,75.1990588766333
Switzerland,CHE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.067775748507,70.387300992136,71.4039589631385,71.0896867532154,70.6804164863175,70.5291355351674,72.1996256318429,72.6569834612883,74.1870451837251,74.6688690802284,74.3963319750893,76.2711016622593,77.4811781002235,77.7670497296811,78.1568533898016,79.259158881906,79.4955463060872,79.3582231172087,81.5122787649238,81.9555714120267,80.6532364323794,81.2057763954771,81.9324536756013,82.6924878858459,83.6890855884772,84.0806784443347,84.5137822928863,84.249619644054,85.0358776504844,85.2889351121807,85.5358082540088
Channel Islands,CHI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0019896451709,64.7156275309942,64.9563917346934,65.4768460640488,66.883142468039,66.8673823065692,66.558755430211,67.2835463354635,68.3641914965545,69.9435265044166,70.5220436135604,70.9554408713182,71.9960812347078,72.6067204471016,72.2593165402596,72.7128995647887,73.4742016156064,73.7154627305968,73.7918378754306,73.8967380235428,74.9896728910039,73.2635749639837,73.9464116991722,74.7787242132894,75.1773644393263,75.9231101190712,76.6412925048455,76.839839663988,76.8495141048651,76.9598338342929,77.0537502897231
Chile,CHL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6453498024372,43.391966908735,44.4782613700346,45.2603722250459,45.9219903944323,46.9287037915117,47.7954511286651,49.3524885256531,49.7458042246624,50.1272495068142,50.7672106692633,50.0146962153677,50.2080935392816,52.4095514016994,54.7066833126188,55.9397848890335,56.5965941725807,58.0060991892748,60.6646413184806,61.8534122879036,62.850022161,64.9272229146993,65.5480858835031,66.3127322590666,67.2229807671721,67.0607783345337,67.8696505362888,68.7793154442064,69.8708429911871,70.0209549227825,70.1607985488422
China,CHN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4078200347886,86.3184569747903,86.1933446321375,86.0428662531235,85.8892944552682,85.7439826581897,85.622864591766,85.5066561391228,85.4038111325067,85.3310098565048,85.2972898293345,84.986288922004,84.6820752250958,84.3621128665797,84.0147497397918,83.642410193693,83.2603916579837,82.8816419616709,82.5053551819601,82.1278698270546,81.7387387361044,81.6261492910982,81.5404017059086,81.4915145960441,81.4092036258223,81.2806407504643,81.1269215926111,80.9200996285328,80.6645505824103,80.3079397229806,79.9641886596096
Cote d'Ivoire,CIV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2630709623561,57.3774546218822,57.5854302801458,57.8610052157188,58.1733842106233,58.5432743497439,58.6240345895466,58.7083411821716,58.8354742942733,59.2868890900461,59.7598162219807,60.2599505364653,60.794877505718,61.3618975458489,61.963754866842,62.5984385901356,63.2658193183425,63.9699523431351,64.7119993222714,65.4900647838824,66.3085510834793,67.1771635476295,68.0878681873941,69.0427335580259,70.0433788180096,71.0907849693049,72.1970680516853,72.6852363808651,73.2004456182709,73.477267047081,73.7503261645913
Cameroon,CMR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8148280809447,89.6901720472495,89.6293551382221,89.5983260061165,89.6863031495814,89.8432745759374,89.954090140795,90.1318366957777,90.3580662986866,90.6107556298729,90.8692932309458,91.0142253549075,91.1616550656878,91.3126168479659,91.4796544721975,91.6218583655801,91.6504618680441,91.7199958469996,90.1882225214604,88.525541382073,86.7357653237601,86.7661195274339,86.8175943832034,86.89968548283,87.0204471664913,87.1842389208974,87.3415286974296,87.5376394569248,87.7755669945007,87.679411895026,87.5819421624187
"Congo, Dem. Rep.",COD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7662942669315,99.2059203911694,98.6593895950474,98.1186689800511,97.897074604878,97.9129877455401,97.6184206858863,97.3707473476814,97.3099037410958,97.2538850076441,97.1491800391458,96.9195855661478,96.820242611553,96.7883558225599,96.8042690912192,96.8337283265721,96.1233953538647,95.386554908174,94.6205059977831,93.8251940548336,93.0019041018221,92.1370139218606,91.2499581484558,91.2514964540291,91.3402418297036,91.4650371331334,91.4453042710641,91.5502678352107,91.7790124832852,91.6406312428309,91.5054349646504
